Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
16910,1287b5c5-604b-462b-bf77-e64a8e89739e,scared,03-10-2020 00:10,negative,15,photo,studying,,,
16911,1287b5c5-604b-462b-bf77-e64a8e89739e,worried,09-09-2020 16:46,negative,12,photo,studying,,,
16912,1287b5c5-604b-462b-bf77-e64a8e89739e,scared,01-08-2020 11:29,negative,15,photo,studying,,,
16913,1287b5c5-604b-462b-bf77-e64a8e89739e,scared,27-04-2021 09:07,negative,15,photo,studying,,,
16914,1287b5c5-604b-462b-bf77-e64a8e89739e,love,19-06-2020 14:32,positive,65,photo,studying,,,
16915,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,22-01-2021 10:46,negative,10,photo,studying,,,
16916,1287b5c5-604b-462b-bf77-e64a8e89739e,cherish,07-03-2021 22:29,positive,70,photo,studying,,,
16917,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,29-10-2020 18:47,negative,5,photo,studying,,,
16918,1287b5c5-604b-462b-bf77-e64a8e89739e,love,06-04-2021 01:02,positive,65,photo,studying,,,
16919,1287b5c5-604b-462b-bf77-e64a8e89739e,worried,23-08-2020 18:56,negative,12,photo,studying,,,
16920,1287b5c5-604b-462b-bf77-e64a8e89739e,disgust,19-09-2020 22:00,negative,0,photo,studying,,,
16921,1287b5c5-604b-462b-bf77-e64a8e89739e,scared,07-09-2020 07:06,negative,15,photo,studying,,,
16922,1287b5c5-604b-462b-bf77-e64a8e89739e,heart,05-04-2021 19:30,positive,60,photo,studying,,,
16923,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,23-07-2020 10:12,negative,10,photo,studying,,,
16924,1287b5c5-604b-462b-bf77-e64a8e89739e,dislike,05-07-2020 05:04,negative,10,photo,studying,,,
16925,1287b5c5-604b-462b-bf77-e64a8e89739e,heart,17-02-2021 04:50,positive,60,photo,studying,,,
16926,1287b5c5-604b-462b-bf77-e64a8e89739e,hate,11-06-2021 20:10,negative,5,photo,studying,,,
16927,1287b5c5-604b-462b-bf77-e64a8e89739e,heart,22-10-2020 11:09,positive,60,photo,studying,,,
16928,1287b5c5-604b-462b-bf77-e64a8e89739e,like,28-11-2020 12:01,positive,50,photo,studying,,,
16929,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,indifferent,23-05-2021 11:26,neutral,20,audio,education,,,
16930,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,like,24-01-2021 21:18,positive,50,audio,education,,,
16931,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,love,20-06-2020 07:55,positive,65,audio,education,,,
16932,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,hate,22-09-2020 16:06,negative,5,audio,education,,,
16933,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,indifferent,22-06-2020 23:37,neutral,20,audio,education,,,
16934,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,adore,20-04-2021 12:07,positive,72,audio,education,,,
16935,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,indifferent,15-10-2020 23:37,neutral,20,audio,education,,,
16936,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,dislike,26-06-2020 21:00,negative,10,audio,education,,,
16937,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,disgust,09-07-2020 15:22,negative,0,audio,education,,,
16938,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,indifferent,06-11-2020 13:15,neutral,20,audio,education,,,
16939,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,dislike,27-11-2020 22:09,negative,10,audio,education,,,
16940,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,interested,02-06-2021 02:35,positive,30,audio,education,,,
16941,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,peeking,12-03-2021 20:53,neutral,35,audio,education,,,
16942,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,heart,21-09-2020 10:47,positive,60,audio,education,,,
16943,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,peeking,13-11-2020 21:00,neutral,35,audio,education,,,
16944,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,super love,14-03-2021 18:21,positive,75,audio,education,,,
16945,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,super love,20-08-2020 04:29,positive,75,audio,education,,,
16946,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,peeking,31-01-2021 15:11,neutral,35,audio,education,,,
16947,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,want,28-02-2021 05:09,positive,70,audio,education,,,
16948,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,like,09-05-2021 13:45,positive,50,audio,education,,,
16949,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,intrigued,20-03-2021 20:58,positive,45,audio,education,,,
16950,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,worried,07-11-2020 16:55,negative,12,audio,education,,,
16951,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,scared,16-08-2020 04:20,negative,15,audio,education,,,
16952,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,intrigued,31-10-2020 16:29,positive,45,photo,cooking,,,
16953,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,want,11-01-2021 05:09,positive,70,photo,cooking,,,
16954,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,love,26-10-2020 01:08,positive,65,photo,cooking,,,
16955,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,disgust,19-01-2021 02:57,negative,0,photo,cooking,,,
16956,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,interested,22-02-2021 08:59,positive,30,photo,cooking,,,
16957,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,scared,10-09-2020 06:59,negative,15,photo,cooking,,,
16958,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,interested,23-01-2021 15:25,positive,30,photo,cooking,,,
16959,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,super love,31-08-2020 19:12,positive,75,photo,cooking,,,
16960,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,cherish,09-07-2020 08:28,positive,70,photo,cooking,,,
16961,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,scared,27-01-2021 04:03,negative,15,photo,cooking,,,
16962,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,interested,13-08-2020 10:56,positive,30,photo,cooking,,,
16963,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,scared,06-11-2020 05:24,negative,15,photo,cooking,,,
16964,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,intrigued,11-04-2021 05:00,positive,45,photo,cooking,,,
16965,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,cherish,11-09-2020 23:42,positive,70,photo,cooking,,,
16966,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,want,17-08-2020 18:48,positive,70,photo,cooking,,,
16967,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,like,27-03-2021 00:14,positive,50,photo,cooking,,,
16968,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,disgust,15-05-2021 14:18,negative,0,photo,cooking,,,
16969,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,love,23-05-2021 10:10,positive,65,photo,cooking,,,
16970,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,like,25-11-2020 07:50,positive,50,photo,cooking,,,
16971,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,31-12-2020 08:35,negative,10,photo,cooking,,,
16972,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,02-07-2020 08:24,negative,10,photo,cooking,,,
16973,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,indifferent,17-05-2021 17:16,neutral,20,photo,cooking,,,
16974,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,indifferent,29-07-2020 15:16,neutral,20,photo,cooking,,,
16975,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,29-09-2020 08:40,positive,60,photo,cooking,,,
16976,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,scared,01-11-2020 21:03,negative,15,photo,cooking,,,
16977,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,indifferent,13-08-2020 23:28,neutral,20,photo,cooking,,,
16978,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,adore,05-06-2021 03:24,positive,72,photo,cooking,,,
16979,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,like,04-02-2021 02:18,positive,50,photo,cooking,,,
16980,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,adore,16-07-2020 23:02,positive,72,photo,cooking,,,
16981,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,worried,03-01-2021 13:37,negative,12,photo,cooking,,,
16982,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,10-06-2021 08:36,positive,60,photo,cooking,,,
16983,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,interested,12-11-2020 16:08,positive,30,photo,cooking,,,
16984,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,30-10-2020 01:24,positive,60,photo,cooking,,,
16985,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,super love,09-03-2021 18:05,positive,75,photo,cooking,,,
16986,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,hate,14-08-2020 05:00,negative,5,photo,cooking,,,
16987,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,15-11-2020 10:59,positive,60,photo,cooking,,,
16988,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,12-06-2021 05:32,positive,60,photo,cooking,,,
16989,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,peeking,22-07-2020 05:37,neutral,35,photo,cooking,,,
16990,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,disgust,12-07-2020 14:43,negative,0,photo,cooking,,,
16991,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,peeking,19-02-2021 10:58,neutral,35,photo,cooking,,,
16992,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,adore,12-03-2021 13:13,positive,72,photo,cooking,,,
16993,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,indifferent,01-06-2021 16:00,neutral,20,photo,cooking,,,
16994,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,heart,27-07-2020 13:20,positive,60,photo,cooking,,,
16995,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,like,15-10-2020 16:24,positive,50,photo,cooking,,,
16996,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,dislike,03-11-2020 20:15,negative,10,photo,cooking,,,
16997,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,adore,26-11-2020 08:32,positive,72,photo,cooking,,,
16998,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,scared,14-07-2020 23:56,negative,15,photo,cooking,,,
16999,1b7d1f70-21dd-483b-b395-e15f4c2368f1,intrigued,15-02-2021 19:30,positive,45,photo,animals,,,
17000,1b7d1f70-21dd-483b-b395-e15f4c2368f1,interested,26-09-2020 13:21,positive,30,photo,animals,,,
17001,1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,26-09-2020 20:45,positive,75,photo,animals,,,
17002,1b7d1f70-21dd-483b-b395-e15f4c2368f1,cherish,12-01-2021 08:14,positive,70,photo,animals,,,
17003,1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,14-12-2020 22:39,positive,75,photo,animals,,,
17004,1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,14-12-2020 13:12,negative,0,photo,animals,,,
17005,1b7d1f70-21dd-483b-b395-e15f4c2368f1,indifferent,07-05-2021 17:30,neutral,20,photo,animals,,,
17006,1b7d1f70-21dd-483b-b395-e15f4c2368f1,like,19-06-2020 02:19,positive,50,photo,animals,,,
17007,1b7d1f70-21dd-483b-b395-e15f4c2368f1,dislike,19-10-2020 16:52,negative,10,photo,animals,,,
17008,1b7d1f70-21dd-483b-b395-e15f4c2368f1,love,11-07-2020 10:14,positive,65,photo,animals,,,
17009,1b7d1f70-21dd-483b-b395-e15f4c2368f1,love,23-05-2021 00:07,positive,65,photo,animals,,,
17010,1b7d1f70-21dd-483b-b395-e15f4c2368f1,scared,13-06-2021 19:38,negative,15,photo,animals,,,
17011,1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,31-01-2021 21:52,positive,75,photo,animals,,,
17012,1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,20-04-2021 23:40,negative,0,photo,animals,,,
17013,1b7d1f70-21dd-483b-b395-e15f4c2368f1,worried,17-10-2020 04:48,negative,12,photo,animals,,,
17014,1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,23-04-2021 07:44,positive,75,photo,animals,,,
17015,1b7d1f70-21dd-483b-b395-e15f4c2368f1,disgust,14-06-2021 12:09,negative,0,photo,animals,,,
17016,27e2cea3-b408-4e66-801b-29fdf7c03b05,interested,06-03-2021 17:29,positive,30,photo,travel,,,
17017,27e2cea3-b408-4e66-801b-29fdf7c03b05,interested,16-03-2021 14:45,positive,30,photo,travel,,,
17018,27e2cea3-b408-4e66-801b-29fdf7c03b05,worried,13-04-2021 08:01,negative,12,photo,travel,,,
17019,27e2cea3-b408-4e66-801b-29fdf7c03b05,worried,12-03-2021 22:50,negative,12,photo,travel,,,
17020,27e2cea3-b408-4e66-801b-29fdf7c03b05,hate,31-03-2021 08:36,negative,5,photo,travel,,,
17021,27e2cea3-b408-4e66-801b-29fdf7c03b05,worried,13-06-2021 16:40,negative,12,photo,travel,,,
17022,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,01-01-2021 07:25,positive,72,photo,travel,,,
17023,27e2cea3-b408-4e66-801b-29fdf7c03b05,interested,20-02-2021 09:59,positive,30,photo,travel,,,
17024,27e2cea3-b408-4e66-801b-29fdf7c03b05,want,15-03-2021 06:03,positive,70,photo,travel,,,
17025,27e2cea3-b408-4e66-801b-29fdf7c03b05,scared,04-03-2021 12:39,negative,15,photo,travel,,,
17026,27e2cea3-b408-4e66-801b-29fdf7c03b05,intrigued,22-04-2021 08:39,positive,45,photo,travel,,,
17027,27e2cea3-b408-4e66-801b-29fdf7c03b05,like,19-09-2020 13:32,positive,50,photo,travel,,,
17028,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,25-09-2020 09:00,positive,60,photo,travel,,,
17029,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,02-05-2021 20:09,positive,60,photo,travel,,,
17030,27e2cea3-b408-4e66-801b-29fdf7c03b05,cherish,18-12-2020 02:14,positive,70,photo,travel,,,
17031,27e2cea3-b408-4e66-801b-29fdf7c03b05,love,11-11-2020 19:33,positive,65,photo,travel,,,
17032,27e2cea3-b408-4e66-801b-29fdf7c03b05,peeking,13-01-2021 21:51,neutral,35,photo,travel,,,
17033,27e2cea3-b408-4e66-801b-29fdf7c03b05,super love,01-10-2020 18:30,positive,75,photo,travel,,,
17034,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,27-03-2021 14:58,positive,60,photo,travel,,,
17035,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,18-07-2020 08:41,positive,72,photo,travel,,,
17036,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,16-10-2020 19:38,positive,60,photo,travel,,,
17037,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,08-07-2020 03:47,positive,60,photo,travel,,,
17038,27e2cea3-b408-4e66-801b-29fdf7c03b05,peeking,07-02-2021 00:41,neutral,35,photo,travel,,,
17039,27e2cea3-b408-4e66-801b-29fdf7c03b05,cherish,18-06-2021 03:48,positive,70,photo,travel,,,
17040,27e2cea3-b408-4e66-801b-29fdf7c03b05,like,16-08-2020 03:17,positive,50,photo,travel,,,
17041,27e2cea3-b408-4e66-801b-29fdf7c03b05,like,04-02-2021 08:24,positive,50,photo,travel,,,
17042,27e2cea3-b408-4e66-801b-29fdf7c03b05,disgust,12-08-2020 10:00,negative,0,photo,travel,,,
17043,27e2cea3-b408-4e66-801b-29fdf7c03b05,scared,09-03-2021 05:56,negative,15,photo,travel,,,
17044,27e2cea3-b408-4e66-801b-29fdf7c03b05,interested,18-10-2020 02:26,positive,30,photo,travel,,,
17045,27e2cea3-b408-4e66-801b-29fdf7c03b05,adore,17-01-2021 16:00,positive,72,photo,travel,,,
17046,27e2cea3-b408-4e66-801b-29fdf7c03b05,heart,06-11-2020 07:23,positive,60,photo,travel,,,
17047,27e2cea3-b408-4e66-801b-29fdf7c03b05,like,01-08-2020 06:26,positive,50,photo,travel,,,
17048,27e2cea3-b408-4e66-801b-29fdf7c03b05,disgust,21-08-2020 09:37,negative,0,photo,travel,,,
17049,27e2cea3-b408-4e66-801b-29fdf7c03b05,indifferent,17-11-2020 02:24,neutral,20,photo,travel,,,
17050,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,03-03-2021 12:59,positive,70,audio,technology,,,
17051,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,cherish,19-01-2021 13:03,positive,70,audio,technology,,,
17052,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,peeking,10-02-2021 18:00,neutral,35,audio,technology,,,
17053,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,like,24-07-2020 14:15,positive,50,audio,technology,,,
17054,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,peeking,15-11-2020 09:34,neutral,35,audio,technology,,,
17055,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,25-05-2021 22:02,positive,70,audio,technology,,,
17056,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,disgust,07-03-2021 09:42,negative,0,audio,technology,,,
17057,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,30-12-2020 16:58,positive,70,audio,technology,,,
17058,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,cherish,21-08-2020 00:10,positive,70,audio,technology,,,
17059,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,worried,02-11-2020 01:49,negative,12,audio,technology,,,
17060,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,heart,15-06-2021 04:51,positive,60,audio,technology,,,
17061,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,super love,30-04-2021 08:20,positive,75,audio,technology,,,
17062,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,super love,06-05-2021 04:58,positive,75,audio,technology,,,
17063,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,like,30-10-2020 16:02,positive,50,audio,technology,,,
17064,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,adore,21-07-2020 11:13,positive,72,audio,technology,,,
17065,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,hate,06-07-2020 17:28,negative,5,audio,technology,,,
17066,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,peeking,11-04-2021 22:32,neutral,35,audio,technology,,,
17067,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,indifferent,07-07-2020 17:30,neutral,20,audio,technology,,,
17068,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,hate,08-04-2021 23:54,negative,5,audio,technology,,,
17069,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,cherish,01-08-2020 20:24,positive,70,audio,technology,,,
17070,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,12-01-2021 06:32,negative,10,audio,technology,,,
17071,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,cherish,09-02-2021 20:44,positive,70,audio,technology,,,
17072,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,30-10-2020 21:56,negative,10,audio,technology,,,
17073,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,like,12-04-2021 13:11,positive,50,audio,technology,,,
17074,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,25-02-2021 05:53,positive,70,audio,technology,,,
17075,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,dislike,01-05-2021 01:49,negative,10,audio,technology,,,
17076,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,dislike,26-11-2020 03:55,negative,10,audio,culture,,,
17077,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,super love,17-01-2021 04:03,positive,75,audio,culture,,,
17078,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,indifferent,11-01-2021 04:21,neutral,20,audio,culture,,,
17079,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,intrigued,31-07-2020 11:20,positive,45,audio,culture,,,
17080,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,heart,02-01-2021 20:23,positive,60,audio,culture,,,
17081,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,scared,28-11-2020 06:53,negative,15,audio,culture,,,
17082,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,peeking,19-07-2020 13:00,neutral,35,audio,culture,,,
17083,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,cherish,23-01-2021 03:44,positive,70,audio,culture,,,
17084,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,like,03-09-2020 11:11,positive,50,audio,culture,,,
17085,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,intrigued,17-04-2021 11:20,positive,45,audio,culture,,,
17086,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,cherish,28-02-2021 00:06,positive,70,audio,culture,,,
17087,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,love,21-10-2020 11:05,positive,65,audio,culture,,,
17088,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,indifferent,27-08-2020 13:21,neutral,20,audio,culture,,,
17089,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,like,15-12-2020 10:53,positive,50,audio,culture,,,
17090,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,want,06-07-2020 18:35,positive,70,audio,culture,,,
17091,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,like,16-11-2020 01:34,positive,50,audio,culture,,,
17092,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,indifferent,15-05-2021 02:43,neutral,20,audio,culture,,,
17093,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,cherish,14-10-2020 18:45,positive,70,audio,culture,,,
17094,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,hate,01-10-2020 06:09,negative,5,audio,culture,,,
17095,3fc1f583-ce7e-4cfe-b891-d16976953fda,worried,05-08-2020 04:00,negative,12,GIF,science,,,
17096,3fc1f583-ce7e-4cfe-b891-d16976953fda,heart,24-03-2021 09:10,positive,60,GIF,science,,,
17097,3fc1f583-ce7e-4cfe-b891-d16976953fda,peeking,09-06-2021 13:21,neutral,35,GIF,science,,,
17098,3fc1f583-ce7e-4cfe-b891-d16976953fda,intrigued,07-08-2020 03:30,positive,45,GIF,science,,,
17099,3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,11-05-2021 11:52,positive,75,GIF,science,,,
17100,3fc1f583-ce7e-4cfe-b891-d16976953fda,indifferent,30-04-2021 02:15,neutral,20,GIF,science,,,
17101,3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,12-03-2021 23:22,negative,0,GIF,science,,,
17102,3fc1f583-ce7e-4cfe-b891-d16976953fda,intrigued,02-03-2021 09:47,positive,45,GIF,science,,,
17103,3fc1f583-ce7e-4cfe-b891-d16976953fda,indifferent,03-09-2020 03:06,neutral,20,GIF,science,,,
17104,3fc1f583-ce7e-4cfe-b891-d16976953fda,indifferent,02-09-2020 02:20,neutral,20,GIF,science,,,
17105,3fc1f583-ce7e-4cfe-b891-d16976953fda,interested,15-11-2020 12:29,positive,30,GIF,science,,,
17106,3fc1f583-ce7e-4cfe-b891-d16976953fda,interested,22-04-2021 18:20,positive,30,GIF,science,,,
17107,3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,15-10-2020 00:15,negative,0,GIF,science,,,
17108,3fc1f583-ce7e-4cfe-b891-d16976953fda,like,21-07-2020 06:17,positive,50,GIF,science,,,
17109,3fc1f583-ce7e-4cfe-b891-d16976953fda,like,17-10-2020 16:23,positive,50,GIF,science,,,
17110,3fc1f583-ce7e-4cfe-b891-d16976953fda,interested,13-12-2020 14:17,positive,30,GIF,science,,,
17111,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,17-02-2021 21:48,negative,10,GIF,science,,,
17112,3fc1f583-ce7e-4cfe-b891-d16976953fda,interested,27-12-2020 09:50,positive,30,GIF,science,,,
17113,3fc1f583-ce7e-4cfe-b891-d16976953fda,interested,26-07-2020 20:25,positive,30,GIF,science,,,
17114,3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,25-11-2020 00:08,negative,0,GIF,science,,,
17115,3fc1f583-ce7e-4cfe-b891-d16976953fda,scared,09-12-2020 16:25,negative,15,GIF,science,,,
17116,3fc1f583-ce7e-4cfe-b891-d16976953fda,cherish,21-02-2021 23:57,positive,70,GIF,science,,,
17117,3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,01-01-2021 08:47,positive,75,GIF,science,,,
17118,3fc1f583-ce7e-4cfe-b891-d16976953fda,hate,26-08-2020 21:10,negative,5,GIF,science,,,
17119,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,24-11-2020 08:57,negative,10,GIF,science,,,
17120,3fc1f583-ce7e-4cfe-b891-d16976953fda,intrigued,08-06-2021 07:14,positive,45,GIF,science,,,
17121,3fc1f583-ce7e-4cfe-b891-d16976953fda,adore,20-05-2021 03:00,positive,72,GIF,science,,,
17122,3fc1f583-ce7e-4cfe-b891-d16976953fda,worried,16-03-2021 04:30,negative,12,GIF,science,,,
17123,3fc1f583-ce7e-4cfe-b891-d16976953fda,adore,10-02-2021 08:51,positive,72,GIF,science,,,
17124,3fc1f583-ce7e-4cfe-b891-d16976953fda,dislike,04-01-2021 10:19,negative,10,GIF,science,,,
17125,3fc1f583-ce7e-4cfe-b891-d16976953fda,like,17-09-2020 10:44,positive,50,GIF,science,,,
17126,3fc1f583-ce7e-4cfe-b891-d16976953fda,adore,15-03-2021 15:37,positive,72,GIF,science,,,
17127,3fc1f583-ce7e-4cfe-b891-d16976953fda,scared,03-10-2020 05:31,negative,15,GIF,science,,,
17128,3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,03-11-2020 17:58,positive,75,GIF,science,,,
17129,3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,19-03-2021 11:38,negative,0,GIF,science,,,
17130,3fc1f583-ce7e-4cfe-b891-d16976953fda,like,03-07-2020 04:05,positive,50,GIF,science,,,
17131,3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,29-08-2020 19:29,negative,0,GIF,science,,,
17132,3fc1f583-ce7e-4cfe-b891-d16976953fda,want,26-08-2020 22:13,positive,70,GIF,science,,,
17133,5d3d5107-2404-4fb8-a9b6-3c8428492f64,heart,01-08-2020 01:03,positive,60,video,studying,,,
17134,5d3d5107-2404-4fb8-a9b6-3c8428492f64,worried,18-11-2020 21:09,negative,12,video,studying,,,
17135,5d3d5107-2404-4fb8-a9b6-3c8428492f64,like,24-07-2020 08:05,positive,50,video,studying,,,
17136,5d3d5107-2404-4fb8-a9b6-3c8428492f64,heart,19-11-2020 00:55,positive,60,video,studying,,,
17137,5d3d5107-2404-4fb8-a9b6-3c8428492f64,love,25-01-2021 00:26,positive,65,video,studying,,,
17138,5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,17-04-2021 17:18,negative,0,video,studying,,,
17139,5d3d5107-2404-4fb8-a9b6-3c8428492f64,cherish,28-10-2020 02:27,positive,70,video,studying,,,
17140,5d3d5107-2404-4fb8-a9b6-3c8428492f64,scared,05-12-2020 10:42,negative,15,video,studying,,,
17141,5d3d5107-2404-4fb8-a9b6-3c8428492f64,peeking,14-07-2020 10:54,neutral,35,video,studying,,,
17142,5d3d5107-2404-4fb8-a9b6-3c8428492f64,intrigued,08-05-2021 05:01,positive,45,video,studying,,,
